ONS code,New constituency name,Total population,Number of households,Aged 15 years and under,Aged 16 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 years and over,United Kingdom,Ireland,Other Europe,Africa,Middle East and Asia,Americas and the Caribbean,Australasia and others,White British,Other White,Asian / Asian British,Black / Black British,Mixed / Multiple ethnic groups,Other ethnic groups,No religion,Christian,Buddhist,Hindu,Jewish,Muslim,Sikh,Other religion,Not answered,Owned outright,Owned with a mortgage or loan,Private rented,Social rented,Other tenure,Cluster
E14001139,Broxbourne,108394.0,43539.0,0.19744817469762807,0.09719262313987066,0.12981465592796582,0.20257765722878784,0.19713450130543486,0.17583238770031276,0.8299552562387564,0.007887817703768623,0.10134231283730799,0.027879514737764656,0.0194381659670649,0.011808662761197472,0.001688269754139951,0.7023912762699043,0.11985903278779268,0.0350849678026459,0.06141483845969334,0.038821336974371276,0.04242854770559256,0.3358211709135192,0.5286085945716552,0.0046220270494676825,0.010876985811022751,0.003597985128328136,0.03956861080871635,0.0015499012860490434,0.015166891156337067,0.06018783327490451,0.3332184937642114,0.3542111669997014,0.15985668021773583,0.14189577160706493,0.010817887411286434,0
E14001140,Broxtowe,94546.0,41373.0,0.16473114185387316,0.10148284469264289,0.13457714599991538,0.18241528112704658,0.19962347167576258,0.21717011465075942,0.893268884987202,0.003236519789308908,0.042286294502147104,0.013940304190552746,0.03775939754193726,0.007498995198104626,0.0020096037907473613,0.8428278298394433,0.04741607259958116,0.053857381592029276,0.016510481670298057,0.026040234383263174,0.013347999915385104,0.4723943900323652,0.41810335709601676,0.00445285892581389,0.010460516573942842,0.0011846085503352864,0.02247583187020075,0.007890339094197533,0.005214392993886574,0.05782370486324118,0.3948710511686366,0.30669760471805285,0.17953737945036619,0.1141082348391463,0.004785729823798129,6
E14001141,Buckingham and Bletchley,105634.0,41543.0,0.21082227313175683,0.09755381789953992,0.12264043773784955,0.20592801560103755,0.19420830414449894,0.16884715148531723,0.8184770055095897,0.0069769203097487555,0.06344548156843441,0.0443607171933279,0.0513092375560899,0.012259310449287162,0.0031713274135221612,0.7278149080788383,0.0739345286555465,0.08638317208474544,0.06540507791052123,0.033653937179317264,0.012808376091031297,0.38148702122422706,0.47023685555786965,0.004212658803036901,0.027500615332184713,0.0015619970842721093,0.049406441107976595,0.004799591040763391,0.00447772497491338,0.05631709487475623,0.30816262667597427,0.33615771610138895,0.16383024817658812,0.1570180295115904,0.03483137953445827,5
E14001142,Burnley,109554.0,45121.0,0.20886694111525927,0.100919189798545,0.1352861172218013,0.18772648854892152,0.1890226648288956,0.17817859848657727,0.856994203824563,0.0035324722742001735,0.05023960567751358,0.004207932088905116,0.08215964583998904,0.0021998083154579893,0.0006663319793710922,0.7323420413677273,0.0436223232378553,0.19656060025193056,0.0033043065520200086,0.01609252058345656,0.008078208007010241,0.2933960111359591,0.4560905481265118,0.002263703162794943,0.0017799278901008625,0.0003194742366847702,0.18845328830267902,0.0005202866140294829,0.0036237506275386792,0.053553009903701335,0.3384676758050575,0.2735090091088407,0.23771636266926707,0.1472041843044259,0.003102768112408856,0
E14001143,Burton and Uttoxeter,112531.0,46435.0,0.19188490282677662,0.09699549457482827,0.14269845642534057,0.1917871519847864,0.1988874176893478,0.1777465764989203,0.8500604272562471,0.002550385668076636,0.08716631713645896,0.008175452315785732,0.04714214623396012,0.0038655671275726017,0.0010397042618988377,0.7649447707742756,0.08724706969635034,0.10139428246438759,0.011970034923709912,0.02297144786769868,0.011472394273577947,0.34129826276269604,0.49309103834362644,0.002701381792331275,0.0030657128893233215,0.0002665837295063758,0.0953214555471631,0.0031990047540765097,0.0044075176611720794,0.05664904252010486,0.34915473242166467,0.30283191558091954,0.20275654140195973,0.13761171530095834,0.007645095294497685,0
E14001144,Bury North,103159.0,43240.0,0.1938657800094999,0.0946984751693987,0.1220252231991392,0.1914520303608992,0.2033753719985653,0.1945831192624977,0.8808926026812978,0.00549636968175341,0.03173741505830805,0.013716689770160625,0.062476371426632676,0.004333116839054275,0.001347434542793164,0.7876655227902829,0.03475251555865759,0.1261753814536924,0.01689641133019252,0.022005079586653483,0.012505089280521142,0.29464225128200155,0.5205459533341734,0.0024719122907356605,0.0035382273965432003,0.00549636968175341,0.12271348113106952,0.0009887649162942643,0.003334658149070852,0.046268381818358066,0.3580018501387604,0.3171369102682701,0.1698196114708603,0.14972247918593895,0.005319148936170213,0
E14001145,Bury South,106731.0,42759.0,0.22374005677825562,0.09967113584619276,0.13618348933299604,0.1970842585565581,0.18152176968266015,0.16179928980333735,0.8551886969231346,0.009022598658321779,0.048504665892141065,0.01983472623018401,0.058005096878162125,0.008235580706817075,0.001208634711239366,0.7568934986086516,0.07248128472515014,0.08260955111448408,0.02611237597324114,0.03034732177155653,0.031555967806916455,0.26991220919882697,0.4208524233821476,0.002876390177174392,0.005040709821888673,0.15766740684524647,0.07373677750606665,0.005218727455003701,0.0031855786978478603,0.06150977691579766,0.31583994012956335,0.3220608526859842,0.20075305783577727,0.15641151570429618,0.0049346336443789615,7
E14001146,Bury St Edmunds and Stowmarket,101568.0,45175.0,0.16821739772559444,0.0900211687096933,0.1273076355043568,0.17791562053857135,0.20396790232855808,0.232570275193226,0.898648182972816,0.003514921185030571,0.04155877401124381,0.009875254757943033,0.0180176632173836,0.02505735130504987,0.0033278525505331456,0.8943761814744802,0.0534617202268431,0.01890359168241966,0.007531899810964083,0.01893312854442344,0.006793478260869565,0.43855348141146816,0.48114563642091995,0.004745589161940769,0.0028650756143667297,0.0007974952741020794,0.005011420919974795,0.0004725897920604915,0.004834199747952111,0.06157451165721487,0.3784394023242944,0.2776535694521306,0.18206972883231876,0.14981737686773658,0.012019922523519647,6
W07000087,Caerfyrddin,93849.0,40936.0,0.164059503004987,0.0861962405694557,0.10213759004305017,0.1648373897105835,0.22350922808064447,0.25926004859127916,0.9521571886754254,0.0028769619282038167,0.0225362017709299,0.006084241707423627,0.011390638152777334,0.003441698899295677,0.0015130688659442295,0.9448244997122947,0.02668201095411632,0.011508215587238668,0.003047545979583573,0.009526245124992009,0.004411482641774823,0.4197078347593526,0.4957006318526174,0.0032391769933191976,0.0025785553696817294,0.0006180008737253731,0.006041491300039424,0.0008311046232858467,0.006915216673237365,0.06436798755474103,0.46577584522180965,0.2514168458080907,0.150234512409615,0.12876196990424077,0.003810826656243893,2
W07000088,Caerphilly,96373.0,41345.0,0.18764397036545127,0.09429929234025775,0.12564592109905162,0.191192645319277,0.20280366073837341,0.19841451013758898,0.9681332364843831,0.0019611912420877866,0.01579329666908789,0.0030818719518522363,0.007855141641589706,0.002127218013904742,0.0010480439970945315,0.9589204557245731,0.016197314628426752,0.010365866312490922,0.0013800402598211135,0.010895054682798265,0.0022412683918899287,0.5604370518713747,0.36985462733338176,0.0018262376391727975,0.0017432268373922157,0.00047731211023834474,0.0034449482738941406,0.0010065059715895532,0.004337314393035393,0.056872775569921034,0.3569234490264845,0.332349739992744,0.12874591849074857,0.17842544443100739,0.0035554480590156002,6
E14001147,Calder Valley,99047.0,44850.0,0.17660302684584087,0.08532312942340504,0.10750451805708401,0.189162720728543,0.23102163619291852,0.21038496875220855,0.9561916300671413,0.005058306830228684,0.017345650966732292,0.004684739259932354,0.011691655308193246,0.003564036549043364,0.0014639810187288605,0.9224501746663166,0.027290349938412454,0.02280758435474426,0.004815944106778668,0.018870019990711386,0.0037659269430365687,0.46609185538178843,0.4469191393984674,0.003715407836683595,0.00173654931497168,0.0006562541015881349,0.01750684018698194,0.001827415267499268,0.006441386412511232,0.055105152099508316,0.3750947603121516,0.3147603121516165,0.1824303232998885,0.12220735785953177,0.0055072463768115944,6
E14001148,Camborne and Redruth,99095.0,42695.0,0.17668903577375247,0.09261819466168827,0.11461728644230285,0.17957515515414502,0.2069428326353499,0.22955749533276149,0.9500782077804127,0.002361370402139361,0.02708512033906857,0.006024521923406832,0.007205207124476512,0.004732832130783592,0.002512740299712397,0.9350932429159603,0.03359368692984581,0.005852910309195124,0.001705416969403407,0.0119581012351659,0.011796641640429482,0.48942933548614964,0.4249053938140169,0.003441142338160351,0.0006862102023310965,0.0009082193854382159,0.002321005096119885,0.00033301377466067914,0.0071446591654472985,0.07083102073767597,0.3962759105281649,0.25974938517390794,0.19081859702541282,0.13741655931607916,0.01573954795643518,6
E14001149,Cambridge,124084.0,44570.0,0.1402528952394768,0.21885350934455164,0.21136658526953733,0.18865598027127004,0.13125891540339935,0.10961211447176487,0.6178525664273108,0.007801229821974002,0.18102399200535127,0.02478179927951452,0.11468130203170458,0.04468782992029528,0.0091712805138496,0.5278885907013854,0.22543781178727143,0.1392535641465793,0.024636735088610043,0.05172344317916233,0.03105985509699153,0.45640418107234676,0.3450432371880113,0.011024878508740118,0.01959172489382107,0.007688402117937187,0.049998791131742465,0.0022323767155855356,0.007962412256312307,0.10005399611550334,0.23553960062822527,0.1871438187121382,0.33008750280457705,0.22764191159973077,0.019587166255328695,999
E14001150,Cannock Chase,100519.0,43456.0,0.1794785065510003,0.09193286841293685,0.13720789104547398,0.18423382644077238,0.21261652025985137,0.19453038728996508,0.9641858753071558,0.0020493638018683033,0.02010565166784389,0.0033028581661178483,0.007600553129259145,0.0021090540096897104,0.0006466439180652414,0.9452839761637103,0.02101095315313523,0.012017628508043256,0.004685681313980441,0.0141366308857032,0.002865129975427531,0.41080790696286273,0.5243486306071489,0.002208537689392055,0.0016116356111779862,0.0002885026711368,0.0034421353177011313,0.003770431460718869,0.0044270237467543445,0.049095195933107176,0.3386874079528719,0.3322441089837997,0.15790684830633284,0.16179583946980855,0.00936579528718704,6
E14001151,Canterbury,107270.0,42276.0,0.1508716323296355,0.20639507784096206,0.11141045958795563,0.1593455765824555,0.17414934277990118,0.19782791087909016,0.8395465689701783,0.006087386152827884,0.07182742772976854,0.0240419125392697,0.04160490719765827,0.01332140093781171,0.003570396472485574,0.7804552912223134,0.08397345066746215,0.05020881497501678,0.033522261167872325,0.03259937355507495,0.019240808412260422,0.41971660296448215,0.45106740001864454,0.006926447282558031,0.010068052577607905,0.0022280227463410086,0.02381840216276685,0.002050899599142351,0.008212920667474597,0.07591125198098257,0.36282997445359066,0.24448859873214115,0.24271454253004068,0.14095467877755702,0.009012205506670451,999
W07000089,Cardiff East,108008.0,43228.0,0.19193770889462916,0.1641992796896555,0.15702395170772807,0.18560490329509577,0.15854234369358108,0.14269181271931042,0.815735871416932,0.0038145322568698616,0.05699577809051182,0.03265498851936893,0.08104029331160655,0.008082734612250944,0.0016758017924598178,0.7097529812606473,0.06351381379157099,0.10364972964965558,0.04105251462854603,0.042654247833493815,0.039376712836086215,0.422098363084216,0.38405488482334643,0.004592252425746241,0.014100807347603881,0.002518331975409229,0.09784460410339975,0.0038330494037478705,0.005638471224353752,0.06531923561217688,0.26952438234477655,0.2782224484130656,0.2490515406680855,0.1975340057370223,0.00566762283705006,999
W07000090,Cardiff North,93891.0,38695.0,0.17887763470407175,0.12330255296034763,0.12498535535887359,0.19192467861669382,0.19293649018542777,0.18797328817458542,0.8993194235869253,0.004558477383348776,0.028309422628366936,0.014633990478320607,0.04469011939376511,0.0062625810780586,0.0022259854512147064,0.8423687293641495,0.03525402066247737,0.05832357013526467,0.013462562573223985,0.0305570348279902,0.020034082436894238,0.42918459506667234,0.4466621224385464,0.0040472031695991135,0.011406722617475397,0.0017999403570059217,0.0413986282111362,0.0022366122779363526,0.004920547011459975,0.05834362885016828,0.38136710169272514,0.356480165396046,0.15309471507946762,0.1036568032045484,0.005401214627212818,0
W07000091,Cardiff South and Penarth,106457.0,42949.0,0.1535737433893497,0.23028077063978883,0.16894145053871515,0.1716937354988399,0.1422734061639911,0.1332368937693153,0.7955211542797024,0.004414969564890659,0.0620631998196438,0.038297512587360034,0.08631735176974524,0.011460133764184264,0.0019256782144735853,0.6873761236931343,0.06845017237006491,0.1113970899048442,0.05232159463445335,0.0398282874775731,0.04062673191993011,0.43343853914219693,0.340707133329576,0.005119389806308591,0.01961336865242631,0.0016062672603280167,0.12068609216780327,0.004020364838715738,0.007176539104623419,0.06763230569802176,0.2563039884514191,0.2593075508160842,0.33153274814314654,0.14759365759389043,0.0052620549954597315,4
W07000092,Cardiff West,102505.0,43589.0,0.20449734159309302,0.10129261987220135,0.1407931320423394,0.2013560314131018,0.18912248183015462,0.1629383932491098,0.8829618067411346,0.004575386566508951,0.0370616067508902,0.020711184820252672,0.04490512657919126,0.007180137554265645,0.002604750987756695,0.7949563435929955,0.04443685673869567,0.07624993902736452,0.028466904053460806,0.03834934881225306,0.017540607775230477,0.4454666068327708,0.4053713928940745,0.0037851442842370205,0.010067703353950012,0.001170663180691862,0.06664975708739,0.0052289622070903164,0.00435096482157142,0.0579088053382241,0.3102158801532497,0.31386358943770215,0.17963247608341554,0.19117208470026842,0.005115969625364198,0
E14001152,Carlisle,102662.0,47449.0,0.17032426482763996,0.09458129998149284,0.12677400816262918,0.18044475614388825,0.21521872534408695,0.2126569455402628,0.9305689488910318,0.0026884077028725053,0.040520927695469645,0.007003496878135258,0.014328433807700925,0.0035066187428771808,0.0013831662819126656,0.9244136211330164,0.04274136990571184,0.015302345515467934,0.003146185615210785,0.008844385568456323,0.0055520922621366785,0.39603362457750113,0.5274344213592044,0.003165697476208566,0.0033215471981142184,0.00040910552000233773,0.00837692255242882,0.0002922182285730984,0.0038767618324031055,0.05708970125556432,0.37473919366056185,0.2876351451031634,0.17892895529937405,0.14959219372378765,0.009104512213113026,6
E14001153,Carshalton and Wallington,105014.0,40641.0,0.2141734832830221,0.09414072543399389,0.1281746069534248,0.23048574938340968,0.1904526106291602,0.14257282431698934,0.7525472794103644,0.007922753156721961,0.07575180452130192,0.04396556649589579,0.09990096558554097,0.017112004113737218,0.0027996267164378083,0.592482907040966,0.09383510769992573,0.15901689298569716,0.07396156702915802,0.0503456681966214,0.030357857047631744,0.33818670069419976,0.45854322798129754,0.008237075409711178,0.0638873282355518,0.0016474150819422357,0.06293506518240599,0.00200927504213764,0.0061897098454477065,0.05836420252730614,0.26488029329986956,0.3708816220073325,0.15759946851701484,0.1931300903028961,0.013508525872886985,5
E14001154,Castle Point,91553.0,38117.0,0.1688239342006095,0.09145722056558639,0.10956734497711658,0.17020021627289708,0.20796059027208877,0.2519906937117017,0.9518192045963452,0.00451114679249817,0.017105220041288463,0.009623051632423458,0.012375615776998613,0.003331476444823104,0.001234284715622986,0.9254732334982687,0.022675885571976275,0.01732367751308014,0.013522517503904928,0.016286004522069665,0.004718681390700265,0.4343699140369848,0.4867997072669878,0.0026105667879105635,0.0048497558737752725,0.007318325305021245,0.007842623237321274,0.0008847527607562998,0.0037793142619960457,0.05154504046924665,0.4536820841094525,0.3476663955715298,0.140278615840701,0.05412283233203033,0.004250072146286434,2
E14001155,Central Devon,93160.0,40745.0,0.16527124793370687,0.07846546875335438,0.09394388269895451,0.1683411691462184,0.23026555891887251,0.2637126725488933,0.9428629698804234,0.0028337734269337283,0.025224877095811598,0.010444172516691354,0.009682059208690239,0.00609690646400893,0.002855241407440802,0.9454283935510187,0.03232004465339945,0.0056782808441209935,0.001728172430819433,0.011796655288636998,0.003048453232004465,0.4407578359811078,0.47783383426363246,0.004111206526406183,0.0008802060970373551,0.0008909403177329326,0.0021897810218978104,0.00021468441391155003,0.00794332331472735,0.06517818806354658,0.44268008344582155,0.2690636887961713,0.1789667443858142,0.099226899006013,0.0100625843661799,2
E14001156,Central Suffolk and North Ipswich,94164.0,39506.0,0.17498194639140224,0.09107514549084576,0.10827917250754003,0.1760120640584512,0.21543264942016058,0.23421902213160017,0.9220402701669428,0.002304490038655962,0.034025742321906464,0.010333035979779958,0.01840406099995752,0.010694108151735271,0.0021982923410220467,0.8944702271592876,0.0385289338699914,0.021845098393211772,0.012404022811507705,0.024903624565912302,0.007848093200089208,0.4380442632003738,0.4739815640796908,0.003504524021919205,0.004693938235419056,0.00090268042988828,0.012903020262520708,0.0016142050040355124,0.004035512510088781,0.06032029225606389,0.4238343542753,0.31096542297372554,0.13757403938642232,0.12099427934997216,0.006631904014580064,6
W07000093,Ceredigion Preseli,93821.0,40895.0,0.1449995203632449,0.13078095522324426,0.09766470193240319,0.1429743873972778,0.2181601134074461,0.26542032167638374,0.9356220888713614,0.004465951119685358,0.03150680551262511,0.007119941164558041,0.01356839087197962,0.005606420737361571,0.0021104017224288806,0.927713411709532,0.03941548267445455,0.012928875198516324,0.004252779228530926,0.011234158663838586,0.004455292525127636,0.42998902164760555,0.4709926349111606,0.005084149604033212,0.0019078884258321698,0.0008526875646177295,0.0059474957632086635,0.00041568518775114314,0.009603393696507178,0.07520704319928374,0.4918694216896931,0.20728695439540287,0.19349553735175448,0.10397359090353343,0.00337449565961609,2
E14001157,Chatham and Aylesford,105854.0,42266.0,0.21223171100362756,0.09631952841596131,0.1401054262394196,0.20141512998790811,0.19127871825876663,0.1586494860943168,0.8698502668744982,0.004808464408861178,0.05788106371923858,0.030371734920409996,0.028501251712247887,0.007056823012611592,0.0015303953521326342,0.7947589177750907,0.06303846735187424,0.05077652660217654,0.051900695284159616,0.025695284159613058,0.013830108827085852,0.4358969514326472,0.4526560418693849,0.0027396483803009833,0.009154204415557424,0.0006990826901457682,0.02525200041567079,0.016230054887438238,0.0049880494648238596,0.05238396644403087,0.29652675909714665,0.35723749585955616,0.17815738418587043,0.15232101452704302,0.01575734633038376,0
E14001158,Cheadle,95479.0,39132.0,0.19013605085935126,0.08041558876821081,0.10217953686150881,0.20015919731040333,0.2023376868211858,0.22477193937933995,0.8888656144283036,0.007101037924569801,0.02128216675918265,0.01177222216403607,0.0636789241613339,0.005666167429487112,0.0016338671330868569,0.7904460666743472,0.0359241299133841,0.11599409294190345,0.00849401439059898,0.025838142418751767,0.023303553661014463,0.3387971846327873,0.48718002429930035,0.003644895052159705,0.014474841845071012,0.009887301520801039,0.08720516150655662,0.0029117265071850517,0.005299761196531066,0.050599103439607857,0.4372891750996627,0.38030256567515075,0.10914341204129613,0.06485740570377185,0.008407441480118573,6
E14001159,Chelmsford,107209.0,45058.0,0.18969489501814213,0.09607402363607533,0.14726375584139392,0.2147487617644041,0.18262459308453582,0.1695939706554487,0.8479096319235864,0.0062309945338880285,0.05713299628752122,0.0263044978825812,0.0505661996530045,0.009327836128574893,0.002527843590843796,0.7829379996082418,0.06870691826245931,0.07175703532352694,0.03402699400236921,0.0307809978639853,0.0117900549394174,0.4182072567857476,0.4570935547057178,0.005773715138513199,0.02308553306594534,0.0021173398003917544,0.02791717190560582,0.0017628952523085534,0.004738363958585953,0.05930416938718403,0.31934395667805937,0.33394735674020154,0.18562741355586135,0.14763194105375294,0.013449331972124817,5
E14001160,Chelsea and Fulham,119520.0,54395.0,0.1478664658634538,0.12612951807228914,0.22136044176706826,0.21041666666666667,0.17005522088353414,0.12417168674698795,0.5350819946452476,0.015076974564926373,0.20465194109772422,0.05829149933065596,0.09456994645247657,0.07206325301204819,0.020264390896921017,0.42048192771084336,0.2836178045515395,0.09156626506024096,0.07951807228915662,0.060659303882195446,0.06415662650602409,0.2876530091449895,0.5016440900609945,0.008341769927793907,0.011487713250612873,0.01006534525891281,0.08665567817669158,0.0019578477062224416,0.006501058409123236,0.08569348806465918,0.1862855041823697,0.1705671477157827,0.3804209945767074,0.2501332843092196,0.01259306921592058,1
E14001161,Cheltenham,100196.0,44874.0,0.17023633677991137,0.11568326080881472,0.1396662541418819,0.19544692402890335,0.1904766657351591,0.18849055850532956,0.853666813046429,0.005678869415944749,0.06941394866062517,0.01732604095971895,0.03520100602818476,0.014052457183919518,0.004660864705177852,0.832569837420282,0.08012215934608821,0.041198838288571515,0.010020260087627374,0.02541992275217821,0.010668982105252653,0.4486960687445732,0.44970408295657555,0.004800542930427059,0.009521243150992545,0.0017265986007565096,0.014311805742686907,0.0016068345359641506,0.00546922562551773,0.06416359771250636,0.3397513036502206,0.2860230868654455,0.2474484111066542,0.11882158933903819,0.00795560903864153,0
E14001162,Chesham and Amersham,99061.0,39260.0,0.20052088590983425,0.08451272940178878,0.09042821667238699,0.2025398235448507,0.21089822535381883,0.21110011911732046,0.8419054925752819,0.008378675765437459,0.048616509019694935,0.023248301551569234,0.05851949808703728,0.013415976014778773,0.005915546986200422,0.74669143255166,0.07326798639222297,0.12070340497269359,0.010003936968130747,0.03506930073389124,0.014263938381401359,0.334914850445685,0.48534741220056327,0.005501660592967969,0.043478260869565216,0.00519881689060276,0.042448592281523506,0.01951322922239832,0.005582418913598692,0.058014758583095266,0.3959500764136526,0.35073866530820175,0.12549668874172185,0.1205807437595517,0.0072338257768721345,6
E14001163,Chester North and Neston,94205.0,41602.0,0.1515418502202643,0.12463245050687331,0.13313518390743592,0.17983121914972666,0.19497903508306352,0.21588026113263628,0.8965173178783343,0.006262671294674607,0.047553843051088535,0.012684563045993483,0.026006007918564045,0.008555445870352089,0.002420150940992899,0.8761968452115576,0.056546292168227076,0.029817633696367536,0.00955353162218967,0.018194170222703438,0.009691527078954631,0.39300461758929994,0.5108858340852397,0.0035454593705217343,0.007324451992994002,0.0007218300514834669,0.01766360596571307,0.0007855209383790669,0.004479592378323868,0.06158908762804522,0.3585885293976251,0.27126099706744866,0.1982356617470314,0.16215566559300035,0.009759146194894477,6
E14001164,Chester South and Eddisbury,93835.0,39824.0,0.17092769222571536,0.08460595726541269,0.09265199552405819,0.1802099429850269,0.22924281984334205,0.24236159215644482,0.9391930774313179,0.0046036786802787786,0.026151452503250284,0.009143417378887018,0.013683156077495259,0.005104541870031331,0.00212067605873953,0.9273823987040944,0.03361254982202613,0.015911077008333867,0.0051900164119615495,0.014024767141974124,0.0038791909116098642,0.3441110021740057,0.5859371669721642,0.0024191141992412294,0.004209471844494651,0.000831237478153374,0.006212967304659193,0.0007353254614433693,0.002909331173536809,0.05263438339230146,0.43207613499397346,0.32156488549618323,0.1385596625150663,0.09326034552028928,0.014538971474487745,2
E14001165,Chesterfield,93241.0,43405.0,0.16870260936712392,0.08734355058397057,0.12537403073755107,0.1833742666852565,0.2169753649145762,0.21823017771152176,0.9492176188586566,0.002670499029396939,0.022254158578307825,0.0069711822052530535,0.014660932422432191,0.003356892354221855,0.0008687165517315344,0.9289039039039039,0.024656799656799656,0.019798369798369797,0.00797940797940798,0.014671814671814672,0.00398970398970399,0.4422994422994423,0.47865722865722865,0.002649077649077649,0.0036143286143286144,0.00033247533247533247,0.009513084513084514,0.0017052767052767052,0.004944229944229944,0.056284856284856286,0.35876051146181315,0.2662135698652229,0.1639212072341896,0.20596705448681027,0.00513765695196406,6
E14001166,Chichester,104146.0,45526.0,0.1538033145776122,0.09955255122616327,0.11238069633015191,0.16230100051850288,0.2043861502122021,0.26757628713536763,0.895204808634033,0.004407274403241603,0.05224396520269622,0.013327444164922321,0.021393044380004993,0.00964991454304534,0.003773548672056536,0.8909127570910068,0.05873485299483418,0.020500067213335124,0.007124613523323027,0.016323238530524455,0.00640447064697636,0.3979567342314229,0.5189395757919095,0.004704888282907813,0.0027749239056333837,0.0016131045541398217,0.007393395873140849,0.0002688507590233036,0.005386616993288333,0.06096190960853409,0.4287440144093485,0.23228484821860035,0.17972147783684048,0.14200676536484647,0.017242894170364186,2
E14001167,Chingford and Woodford Green,111005.0,42516.0,0.1985856492950768,0.0958965812350795,0.13203909733795774,0.22190892302148552,0.19571190486915005,0.1558578442412504,0.7248952749876132,0.01001756677627134,0.1269312193144453,0.04332237286608712,0.06771767037520833,0.024170082428719427,0.002945813251655331,0.48864465564614207,0.13996666816810055,0.14835367776226296,0.10750867078059546,0.06433944416918157,0.0511868834737174,0.26441389499477497,0.4626229685416742,0.005864653525999063,0.030278188173399157,0.015224676588231055,0.1332204244892076,0.00853122410003243,0.01264819285791503,0.06719577672876653,0.3033681437576442,0.3370025402201524,0.18611816727820116,0.16257408975444537,0.010937058989556873,5
E14001168,Chippenham,97944.0,40998.0,0.17662133464020258,0.1026913338234093,0.12526545781262763,0.18567753001715265,0.21359144000653435,0.19615290370007352,0.9065078003757249,0.0034101119006779384,0.040941762639875846,0.01420199297557788,0.022216776933758065,0.008464020256473087,0.004257534917912276,0.900955628611684,0.040430441263553385,0.02256345333142752,0.011506340228289056,0.018316215057276458,0.006227921507769588,0.4430502521797725,0.46953423314887793,0.004267657688930635,0.005748065260449636,0.000878034835521614,0.006911971902885263,0.0014395687419598553,0.00578890409000878,0.06238131215159373,0.3548221864481194,0.32257671105907604,0.1634713888482365,0.14510463925069517,0.014025074393872872,6
E14001169,Chipping Barnet,112899.0,43476.0,0.20125596761764733,0.0918326675583033,0.12316099945970363,0.2190946050079273,0.19462183683049752,0.17003392352592095,0.6602272827925845,0.01365822549358276,0.13045288266503688,0.0579544548667393,0.11512059451368037,0.019229576878448878,0.00335698278992728,0.45366212278230983,0.18003702424290738,0.16934605266654265,0.06295007041692131,0.05640439685028211,0.07760033304103668,0.2346522112684789,0.42020744204997384,0.009256060726844347,0.05517320791149612,0.09703363183021993,0.08804329533476825,0.0041541554841052625,0.01705063818102906,0.07442935721308426,0.32019965038181986,0.32353482381083815,0.23304811850216212,0.11206182721501518,0.011155580090164688,5
E14001170,Chorley,100925.0,43774.0,0.1869110725786475,0.08505325736933367,0.12378498885310875,0.19675997027495665,0.2090958632648006,0.19839484765915283,0.9473866732722318,0.0036462719841466435,0.02490958632648006,0.006529601189001734,0.011662125340599456,0.004419123111221204,0.0014466187763190488,0.9260936338865494,0.028189249442655436,0.01987614565271241,0.005677483279663116,0.015348030715878128,0.004815457022541491,0.317245479316324,0.6076096110973496,0.00211047807778053,0.002982412682685162,0.00043596730245231606,0.01456527124102056,0.0005647758236314095,0.004092147634381967,0.050393856824374535,0.3541143144332252,0.3522639009457669,0.1437611367478412,0.1426189062000274,0.007241741673139307,6
E14001171,Christchurch,88068.0,39980.0,0.14080188947051678,0.07245619812188447,0.08213065052743934,0.14817127868554622,0.21049882475842258,0.3459411584361906,0.9322001180905664,0.00476904210382886,0.028012444928918565,0.01251305809147477,0.013217059544897125,0.006381432529409093,0.0029068447109052097,0.9336876050324749,0.03502974973883817,0.011945314983876095,0.002577553708497979,0.013217059544897125,0.0035427169914157243,0.37893015703596045,0.5412347136904019,0.003417774699383438,0.0017486289159636195,0.002793264372253574,0.00411041342583656,0.0004768987952628053,0.005075565749582713,0.06221258331535501,0.5126813406703352,0.2559029514757379,0.12126063031515757,0.1014007003501751,0.008754377188594297,999
E14001172,Cities of London and Westminster,119981.0,59202.0,0.11341795784332519,0.14443953625990782,0.21907635375601137,0.21019161367216477,0.18012018569606855,0.13275435277252232,0.4325768246639051,0.011110092431301623,0.22341037330910726,0.059034347104958286,0.18008684708412165,0.07839574599311558,0.01538576941349047,0.31384969286803743,0.2864370191947058,0.17839491252781692,0.05413357114876522,0.06120135688150624,0.10598344737916837,0.28507847075787,0.38281894633316943,0.014735666480526084,0.029387986431184936,0.03523891282786441,0.14433118577108042,0.0035672314783174,0.009526508363824272,0.09531509155616306,0.185736968345664,0.11008074051552312,0.46954494780581735,0.22561737779129085,0.009019965541704672,999
E14001173,City of Durham,100681.0,41095.0,0.14485354734259692,0.2035935280738173,0.10864016050694769,0.1649367805246273,0.1849306224610403,0.19304536109097048,0.9060795979380419,0.0021155928129438523,0.03167429803041289,0.009842969378532195,0.03922289210476654,0.008998718725479485,0.0020659310098231046,0.8828974682412769,0.03980890138159136,0.04112990534460325,0.007210893813132567,0.01891121462838073,0.010041616591015186,0.3925070271451416,0.5084772697927117,0.004469562280867294,0.005184692245806061,0.0014203275692533845,0.013448416285098479,0.0013309363236360386,0.005125098082061163,0.06803667027542436,0.35301131524516366,0.2720525611388247,0.18352597639615525,0.18727339092347,0.004136756296386422,999
